test_name,mapped_to_group,tier,group_patients,group_measurements
LUPUS ANTICOAG INTERP (TEST:MCSQ-ALUPP1),lupus_anticoagulant_three_screening_tests_w_reflex,1,9,19
LUPUS ANTICOAG INTERP (TEST:NCSQE-ALUPO2),lupus_anticoagulant,1,25,127
LUPUS ANTICOAG INTERP (TEST:NCSQE-ALUPP1),lupus_anticoagulant_three_screening_tests_w_reflex,1,9,19
LUPUS ANTICOAGULANT (CONFIRM) (TEST:EL:5200007882),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS ANTICOAGULANT (HEXAGONAL PHASE) (TEST:EL:5200006731),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS ANTICOAGULANT (PLT NEUTRALIZATION) (TEST:EL:5200010914),lupus_anticoagulant_neutralization_platelet,1,209,776
LUPUS ANTICOAGULANT (SCREEN) (TEST:EL:5200007922),coagulation_surface_induced_lupus_sensitive,1,932,4405
LUPUS ANTICOAGULANT (TEST:FC50.5060),lupus_anticoagulant,1,25,127
LUPUS ANTICOAGULANT (TEST:MHSQ-HEXPH),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS ANTICOAGULANT (TEST:VHSQE-HEXPH),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS ANTICOAGULANT (TEST:WHHEXPH),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS ANTICOAGULANT INTERPRET. (TEST:FC50.5063),lupus_anticoagulant,1,25,127
LUPUS ANTICOAGULANT INTERPRETATION (TEST:EL:5290007139),lupus_anticoagulant,1,25,127
LUPUS ANTICOAGULANT INTERPRETATION BLOOD (TEST:EL:5290006807),lupus_anticoagulant_three_screening_tests_w_reflex,1,9,19
LUPUS ANTICOAGULANT SCREEN (TEST:WC601.7540),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS ANTICOAGULANT TECH INTEPRETATION BLOOD (TEST:EL:5290007130),lupus_anticoagulant,1,25,127
LUPUS CONFIRM (TEST:BHLACONF),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS CONFIRM (TEST:DHSQE-LACONF),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS CONFIRM (TEST:FHLACONF),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS CONFIRM (TEST:MHSQ-LACONF),coagulation_surface_induced_hexagonal_phase_phospholipid,1,342,1557
LUPUS INTERPRETATION (TEST:NHLUPINT),lupus_anticoagulant,1,25,127
LUPUS SCREEN (TEST:BHLASCR),coagulation_surface_induced_lupus_sensitive,1,932,4405
LUPUS SCREEN (TEST:DHSQE-LASCR),lupus_screen_test_dhsqe-lascr,3,15,44
LUPUS SCREEN (TEST:FHLASCR),coagulation_surface_induced_lupus_sensitive,1,932,4405
MAN (FIBROMETER) PTT (TEST:MHSQ-MPTT),man_fibrometer_ptt_test_mhsq-mptt,3,2,3
MAN (ST4) PT (TEST:MHSQ-MPT),pt_test_el_5200011202,3,26,76
MANUAL HCT (TEST:EL:5200008941),erythrocyte/specimen_volume,1,77,872
MANUAL HCT (TEST:MH116),erythrocyte/specimen_volume,1,77,872
MANUAL PLATELETS (TEST:MH122),platelets,1,5919,919015
MANUAL PT-INR (TEST:MHSQ-MPTI),manual_pt-inr_test_mhsq-mpti,3,5,11
MEAN BLD GLUCOSE (CALC) (TEST:FC500.2275),estimated_average_glucose,1,3494,34392
MEAN BLOOD GLUCOSE (TEST:WC326.2865),estimated_average_glucose,1,3494,34392
MEAN BLOOD GLUCOSE (TEST:WC431.12005),estimated_average_glucose,1,3494,34392
MECHRATE (TEST:SCMECHRT),mechrate_test_scmechrt,3,1,2
METHEMOGLOBIN % SATURATION (TEST:WC301.2700),methemoglobin/hemoglobin_total,1,116,2750
METHEMOGLOBIN (TEST:MCMHGB),methemoglobin/hemoglobin_total,1,116,2750
METHEMOGLOBIN (TEST:MCSQ-MHGB),methemoglobin/hemoglobin_total,1,116,2750
METHEMOGLOBIN B (TEST:EL:5200008947),methemoglobin/hemoglobin_total,1,116,2750
METHEMOGLOBIN B (TEST:MCSQ-MHGBB),methemoglobin/hemoglobin_total,1,116,2750
METHEMOGLOBIN BLOOD (TEST:EL:5200008946),methemoglobin/hemoglobin_total,1,116,2750
METHEMOGLOBIN INTRP (TEST:MCSQ-MINT18),methemoglobin_intrp_test_mcsq-mint18,3,1,2
"METHEMOGLOBIN, B (TEST:FC82.3810)",methemoglobin/hemoglobin_total,1,116,2750
"METHEMOGLOBIN, BLD (TEST:MCSQ-METHGB)",methemoglobin/hemoglobin_total,1,116,2750
METHGB % BLOOD (TEST:EL:5290001045),methemoglobin/hemoglobin_total,1,116,2750
METHGB (TEST:BC1-145),methemoglobin/hemoglobin_total,1,116,2750
METHGB (TEST:BCMETHB),methemoglobin/hemoglobin_total,1,116,2750
METHGB (TEST:DCSQE-METHB),methemoglobin/hemoglobin_total,1,116,2750
METHGB BLOOD (TEST:EL:5200008881),methemoglobin/hemoglobin_total,1,116,2750
MHCT (TEST:MH'MHCT),erythrocyte/specimen_volume,1,77,872
MHCT (TEST:MH.MHCT),erythrocyte/specimen_volume,1,77,872
MHCT (TEST:MHSQ-MHCT),erythrocyte/specimen_volume,1,77,872
MHCT (TEST:MHSQ-MHCT1),erythrocyte/specimen_volume,1,77,872
MHCT (TEST:MHSQ-MHCT3),erythrocyte/specimen_volume,1,77,872
MPLT (TEST:MHMPLT),platelets,1,5919,919015
MYELOPEROXIDASE (TEST:BHBMPO),observation,1,16,47
MYELOPEROXIDASE (TEST:DHSQE-BMPO),observation,1,16,47
MYELOPEROXIDASE (TEST:EL:5200002180),observation,1,16,47
MYELOPEROXIDASE (TEST:MHSQ-BMPO),observation,1,16,47
NA (ISTAT) (TEST:NCNAIS),sodium,1,5636,1070808
NA (PEDI) (TEST:NCNAPED),sodium,1,5636,1070808
NA (TEST:MCPOL100),sodium,1,5636,1070808
NA (TEST:MCSQ-NA4),sodium,1,5636,1070808
NA ARACH (TEST:BH1-91),platelet_aggregation_arachidonate_induced,1,10,21
NA-PL (TEST:BC1-354),sodium,1,5636,1070808
NA-PL (TEST:EL:5200009664),sodium,1,5636,1070808
NA-WB (TEST:BCNABG),sodium,1,5636,1070808
NA-WB (TEST:BCNABG8),sodium,1,5636,1070808
NA-WB BLOOD (TEST:EL:5200009663),sodium,1,5636,1070808
NEO BILI (TEST:BC1-28),bilirubin,1,5833,539024
"NICHOLS TOTAL CALCIUM,NI (TEST:MCSQ-NICA)",calcium,1,5932,951289
NIL (TEST:EL:5290004717),gamma_interferon_background,1,61,132
NIL (TEST:MCSQ-B36970),gamma_interferon_background,1,61,132
NIL (TEST:MCSQ-NIL),mycobacterium_bovis_tuberculin_stimulated_gamma_interferon-control_stimulated_gamma_interferon,1,128,221
NIL (TEST:NCSQE-B36970),gamma_interferon_background,1,61,132
NIL (TEST:SCB36970),gamma_interferon_background,1,61,132
NIL (TEST:VCSQE-NIL),mycobacterium_bovis_tuberculin_stimulated_gamma_interferon-control_stimulated_gamma_interferon,1,128,221
NIL RESULT (TEST:MCSQ-QFT45),gamma_interferon_background,1,61,132
NIL RESULT (TEST:MCSQ-TBQ4),gamma_interferon_background,1,61,132
NIL RESULT (TEST:NCSQE-QFT45),gamma_interferon_background,1,61,132
NIL RESULT (TEST:NCSQE-TBQ4),gamma_interferon_background,1,61,132
NMR LIPOPROFILE (TEST:MCSQ-NMRLP),nmr_lipoprofile_test_mcsq-nmrlp,3,3,9
NON HDL CHOLESTEROL BLOOD (TEST:EL:5290007150),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL (TEST:MCSQ-NHDLC),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL (TEST:NCNHDLC),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL (TEST:NCSQE-NHDLC),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL (TEST:SCNHDLC),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL (TEST:VCSQE-NHDLC),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL (TEST:WC954.1085),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL (TEST:WCNHDLC),cholesterol_non_hdl,1,2087,18299
NON-HDL CHOLESTEROL BLOOD (TEST:EL:5200016045),cholesterol_non_hdl,1,2087,18299
NT PRO BNP (TEST:WC326.0807),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PRO BNP (TEST:DCSQE-PBNPM1),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PRO BNP (TEST:NCNTPRO),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
"NT-PRO BNP, P (TEST:WC953.0202)",natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:BC1-1445),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:BCPRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:DCSQE-PRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:FC500.5200),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:FC500.5250),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:FCPRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:MCSQ-PRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:NCSQE-PRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:SCPRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:VCSQE-PRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP (TEST:WCPRBNP),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
NT-PROBNP BLOOD (TEST:EL:5200011048),natriuretic_peptide_b_prohormone_n-terminal,1,4612,41030
O2 DELIVERY METHOD (TEST:SCO2D),o2_delivery_method_blood_test_el_52000169325,3,9,44
O2 DELIVERY METHOD BLOOD (TEST:EL:52000169325),o2_delivery_method_blood_test_el_52000169325,3,9,44
O2 LITERS/MIN (TEST:BCO2LMIN),o2_liters/min_blood_test_el_5230000831,3,701,6681
O2 LITERS/MIN BLOOD (TEST:EL:5230000831),o2_liters/min_blood_test_el_5230000831,3,701,6681
"O2 SAT (SO2, ARTERIAL) BLOOD (TEST:EL:5220000324)",oxygen_saturation,1,1383,166316
O2 SAT (TEST:BC1-356),oxygen_saturation,1,1383,166316
O2 SAT ARTERIAL (CALCULATED) (TEST:WC301.0400),oxygen_saturation,1,1383,166316
O2HB (TEST:BCO2HB10),oxyhemoglobin/hemoglobin_total,1,288,2726
O2SAT (TEST:NCO2SAT),oxygen_saturation,1,1383,166316
O2SAT MEASURED ARTERIAL (TEST:WC301.0405),oxygen_saturation,1,1383,166316
O2SAT VENOUS (MEASURED) (TEST:WC301.1605),o2sat_venous_measured_test_wc301.1605,3,3,5
OBASE X (TEST:BC1-1307),base_excess,1,2995,258069
OBED (TEST:BC1-2482),base_deficit,1,1601,104150
OGLUCOSE-WB (TEST:BC1-1315),glucose,1,5640,1901173
OHCT (TEST:BC1-1309),erythrocyte/arterial_blood,1,1258,92055
OIOCA (TEST:BC1-1314),calcium_ionized,1,1590,168897
OK-WB (TEST:BC1-1313),potassium,1,5636,1108714
OLACTATE (TEST:BC1-2039),lactate,1,4061,130524
ONA-WB (TEST:BC1-1312),sodium,1,5636,1070808
OP HCT DELTA (TEST:EL:52900002296),erythrocyte/blood,1,5919,924047
OP HCT DELTA (TEST:MHSQ-HCTDLT),erythrocyte/blood,1,5919,924047
OPCO2 (TEST:BC1-1305),carbon_dioxide,1,5636,1337444
OPO2 (TEST:BC1-1306),oxygen,1,1250,189167
OSO2 (TEST:BC1-1310),oxygen_saturation,1,1383,166316
OTCO2 (TEST:BC1-1308),carbon_dioxide,1,5636,1337444
OX-SAO2% (TEST:NCSAO2),oxygen_saturation,1,1383,166316
OXIMETRY (TEST:SC301.0200),oximetry_test_sc301.0200,3,1,4
OXY HGB (TEST:EL:52000161431),oxyhemoglobin/hemoglobin_total,1,288,2726
OXYGEN LITERS/MIN (TEST:SCOLMIN),oxygen_liters/min_blood_test_el_5200010063,3,183,1471
OXYGEN LITERS/MIN (TEST:WCOLMIN),oxygen_liters/min_blood_test_el_5200010063,3,183,1471
OXYGEN LITERS/MIN BLOOD (TEST:EL:5200010063),oxygen_liters/min_blood_test_el_5200010063,3,183,1471
OXYGEN SATURATION (TEST:FC90.0040),oxygen_saturation,1,1383,166316
OXYGEN SATURATION (TEST:FC90.0150),oxygen_saturation_test_fc90.0150,3,14,23
OXYGEN SATURATION (TEST:MCSQ-O2SAT),oxygen_saturation,1,1383,166316
OXYGEN SATURATION (TEST:NCSQE-O2SAT),oxygen_saturation,1,1383,166316
OXYGEN SATURATION (TEST:WCO2SAT),oxygen_saturation,1,1383,166316
OXYHEMOGLOBIN (TEST:FCOXYHEM),oxyhemoglobin,1,34,476
OXYHEMOGLOBIN (TEST:MCSQ-OXYHEM),oxyhemoglobin,1,34,476
OXYHEMOGLOBIN BLOOD (TEST:EL:5200010208),oxyhemoglobin,1,34,476
P2Y12/PLAVIX (TEST:BHP2Y12),platelet_aggregation_adenosine_diphosphate_induced,1,11,57
PACO2 (TEST:NCPACO2),carbon_dioxide,1,5636,1337444
PAO2 (TEST:NCPAO2),oxygen,1,1250,189167
PATIENT RESP RATE (TEST:SC301.0800),patient_resp_rate_test_sc301.0800,3,1,2
PATIENT TEMPERATURE (TEST:WC301.0700),patient_temperature_test_wc301.0700,3,28,132
PATIENT TEMPERATURE (TEST:WC301.1660),patient_temperature_test_wc301.0700,3,28,132
PCO2 (ARTERIAL) (TEST:EL:5200010452),carbon_dioxide,1,5636,1337444
PCO2 (TEMP) (TEST:SC300.9852),carbon_dioxide^^adjusted_to_patient's_actual_temperature,1,15,67
PCO2 (TEST:BC1-140),carbon_dioxide,1,5636,1337444
PCO2 (TEST:BCPCO28),pco2_test_el_5200010456,3,175,5224
PCO2 (TEST:BCPCO2Q),carbon_dioxide,1,5636,1337444
PCO2 (TEST:EL:5200010456),pco2_test_el_5200010456,3,175,5224
PCO2 (TEST:EL:5200010458),carbon_dioxide,1,5636,1337444
PCO2 (TEST:MCPC),carbon_dioxide,1,5636,1337444
PCO2 (TEST:MCSQ-CVPCO2),pco2_test_el_5200010456,3,175,5224
PCO2 (TEST:NCPCO2IS),carbon_dioxide,1,5636,1337444
PCO2 (TEST:WC301.0200),carbon_dioxide,1,5636,1337444
PCO2 (UNCORRECTED) (TEST:EL:5200015488),pco2_test_el_5200010456,3,175,5224
PCO2 BLOOD (TEST:EL:5200001472),carbon_dioxide,1,5636,1337444
PCO2 BLOOD (TEST:EL:5200003675),carbon_dioxide,1,5636,1337444
PCO2 BLOOD (TEST:EL:5200010460),carbon_dioxide,1,5636,1337444
PCO2 BLOOD (TEST:EL:5200015487),carbon_dioxide,1,5636,1337444
PCO2 MIXED VENOUS (TEST:MCSQ-PCO2MV),carbon_dioxide,1,5636,1337444
PCO2 MIXED VENOUS (TEST:NCSQE-PCO2MV),carbon_dioxide,1,5636,1337444
PCO2 MIXED VENOUS BLOOD (TEST:EL:5210014503),carbon_dioxide,1,5636,1337444
PCO2 VENOUS (TEST:WC301.1400),carbon_dioxide,1,5636,1337444
PCO2(UNCORRECTED) (TEST:MCSQ-PCO2U),pco2uncorrected_test_mcsq-pco2u,3,109,793
PCO2(UNCORRECTED) (TEST:NCSQE-PCO2U),pco2uncorrected_blood_test_el_5200010462,3,233,2780
PCO2(UNCORRECTED) (TEST:WCPCO2U),pco2uncorrected_blood_test_el_5200010462,3,233,2780
PCO2(UNCORRECTED) (TEST:WCVPCO2U),pco2uncorrected_blood_test_el_5200010462,3,233,2780
PCO2(UNCORRECTED) BLOOD (TEST:EL:5200010462),pco2uncorrected_blood_test_el_5200010462,3,233,2780
"PCO2, CENTRAL VENOUS BLOOD (TEST:EL:5290001703)","pco2,_central_venous_blood_test_el_5290001703",3,14,200
PCO2TC (TEST:NCPCO2TC),carbon_dioxide,1,5636,1337444
PCR-APC (TEST:BH1-304),activated_protein_c_resistance,1,722,2745
PEEP/CPAP (TEST:EL:5200015486),peep/cpap_test_fcapcf,3,25,228
PEEP/CPAP (TEST:FC90.0057),peep/cpap_test_fc90.0057,3,12,96
PEEP/CPAP (TEST:FC90.0180),peep/cpap_test_fc90.0057,3,12,96
PEEP/CPAP (TEST:FCAPCF),peep/cpap_test_fcapcf,3,25,228
PEEP/CPAP (TEST:FCVPC),peep/cpap_test_fcapcf,3,25,228
PEEP/CPAP BLOOD (TEST:EL:5200001468),peep/cpap_test_fcapcf,3,25,228
PERCENT O2 (TEST:WC301.0500),percent_o2_test_wc301.0500,3,28,132
PERCENT O2 (TEST:WC301.1620),percent_o2_test_wc301.0500,3,28,132
PERIPHERAL BUN (TEST:BCBUNP),urea_nitrogen,1,5638,975657
PERIPHERAL BUN (TEST:MCSQ-BUNP),urea_nitrogen,1,5638,975657
PEROX ST (TEST:BH3-2),observation,1,16,47
PH (ARTERIAL) (TEST:EL:5200010626),ph,1,1807,153808
PH (TEST:BCPH8),ph_test_el_5200010630,3,175,5224
PH (TEST:EL:5200010630),ph_test_el_5200010630,3,175,5224
PH (TEST:EL:5200015497),ph,1,1807,153808
PH (TEST:MCSQ-CVPH),ph_test_el_5200010630,3,175,5224
PH (TEST:WC301.1300),ph,1,1807,153808
PH (UNCORRECTED) (TEST:EL:5200015507),ph_test_el_5200010630,3,175,5224
PH BLOOD (TEST:EL:5200001492),ph,1,1807,153808
PH BLOOD (TEST:EL:5200003681),ph,1,1807,153808
PH MIXED VENOUS (TEST:MCSQ-PHCMV),ph,1,1807,153808
PH MIXED VENOUS (TEST:NCSQE-PHCMV),ph,1,1807,153808
PH MIXED VENOUS BLOOD (TEST:EL:5210014502),ph,1,1807,153808
PH(UNCORRECTED) (TEST:MCSQ-PHU),phuncorrected_blood_test_el_5200010684,3,233,3573
PH(UNCORRECTED) (TEST:NCSQE-PHU),phuncorrected_blood_test_el_5200010684,3,233,3573
PH(UNCORRECTED) (TEST:WCPHU),phuncorrected_blood_test_el_5200010684,3,233,3573
PH(UNCORRECTED) (TEST:WCVPHU),phuncorrected_blood_test_el_5200010684,3,233,3573
PH(UNCORRECTED) BLOOD (TEST:EL:5200010684),phuncorrected_blood_test_el_5200010684,3,233,3573
"PH, CENTRAL VENOUS BLOOD (TEST:EL:52900002321)","ph,_central_venous_blood_test_el_52900002321",3,14,100
PHOS (TEST:MCPOL119),phosphate,1,4912,391903
PHOS (TEST:MCSQ-PHOS4),phosphate,1,4912,391903
PHOS SERINE AB IGM (TEST:MCSQ-PHSIGM),phosphatidylserine_ab_igm,1,5,13
PHOSPHATE (TEST:BC1-44),phosphate,1,4912,391903
PHOSPHATIDYLSERINE IGM (TEST:BCAPSAB2),phosphatidylserine_ab_igm,1,5,13
PHOSPHATIDYLSERINE IGM (TEST:EL:5200001547),phosphatidylserine_ab_igm,1,5,13
"PHOSPHOLIPID AB IGG, S (TEST:FC78.9300)",phospholipid_ab_igg,1,448,1131
"PHOSPHOLIPID AB IGM, S (TEST:FC78.9200)",phospholipid_ab_igm,1,448,1131
"PHOSPHOLIPID IGG, S (TEST:EL:5200003311)",phospholipid_ab_igg,1,448,1131
"PHOSPHOLIPID IGG, S (TEST:FCCLPMG2)",phospholipid_ab_igg,1,448,1131
"PHOSPHOLIPID IGG, S (TEST:MCSQ-CLPMG2)",phospholipid_ab_igg,1,448,1131
"PHOSPHOLIPID IGG, S (TEST:NCSQE-CLPMG2)",phospholipid_ab_igg,1,448,1131
"PHOSPHOLIPID IGG, S (TEST:SCCLPMG2)",phospholipid_ab_igg,1,448,1131
"PHOSPHOLIPID IGM, S (TEST:MCSQ-CLPMG1)",phospholipid_ab_igm,1,448,1131
"PHOSPHOLIPID IGM,S (TEST:FCCLPMG1)",phospholipid_ab_igm,1,448,1131
"PHOSPHOLIPID IGM,S (TEST:NCSQE-CLPMG1)",phospholipid_ab_igm,1,448,1131
"PHOSPHOLIPID IGM,S (TEST:SCCLPMG1)",phospholipid_ab_igm,1,448,1131
"PHOSPHOLIPID IGM,S BLOOD (TEST:EL:5200003310)",phospholipid_ab_igm,1,448,1131
PHOSPHOLIPID NEUTRALIZATION (TEST:FC50.5062),lupus_anticoagulant_neutralization_dilute_phospholipid,1,4,11
PHOSPHOROUS (TEST:NCPHOS),phosphate,1,4912,391903
PHOSPHOROUS (TEST:NHPHOS),phosphate,1,4912,391903
PHOSPHOROUS (TEST:SC400.2200),phosphate,1,4912,391903
PHOSPHOROUS (TEST:WC331.1000),phosphate,1,4912,391903
"PHOSPHORUS (INORGANIC), S (TEST:FC82.7056)",phosphate,1,4912,391903
PHOSPHORUS (TEST:BCPHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:DCSQE-PHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:DHSQE-PHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:FC10.0240),phosphate,1,4912,391903
PHOSPHORUS (TEST:FC500.3000),phosphate,1,4912,391903
PHOSPHORUS (TEST:FC500.3050),phosphate,1,4912,391903
PHOSPHORUS (TEST:FCPHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:MC.PHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:MCPHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:MCSQ-PHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:MCSQ-PHOS1),phosphate,1,4912,391903
PHOSPHORUS (TEST:NCSQE-PHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:SCPHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:VCSQE-PHOS),phosphate,1,4912,391903
PHOSPHORUS (TEST:WC326.2195),phosphate,1,4912,391903
PHOSPHORUS (TEST:WCPHOS),phosphate,1,4912,391903
PHOSPHORUS BLOOD (TEST:EL:5200010668),phosphate,1,4912,391903
PHTC (TEST:NCPHTC),ph,1,1807,153808
PLASMA ALBUMIN (TEST:MCPALB),albumin,1,5841,551491
PLASMA ALKALINE PHOSPHATASE (TEST:MCPALK),alkaline_phosphatase,1,5833,540601
PLASMA ANION GAP (TEST:MCSQ-PANION),anion_gap,1,5636,954720
PLASMA CALCIUM (TEST:MCPCA),calcium,1,5932,951289
PLASMA CARBON DIOXIDE (TEST:MCPL CO2),carbon_dioxide,1,5636,1337444
PLASMA CARBON DIOXIDE (TEST:MCSQ-PLCO2),carbon_dioxide,1,5636,1337444
PLASMA CHLORIDE (TEST:MCPCL),chloride,1,5636,979567
PLASMA CHLORIDE (TEST:MCSQ-PCL),chloride,1,5636,979567
PLASMA CHOLESTEROL (TEST:MCPCHOL),cholesterol,1,3658,62445
PLASMA CREATININE (TEST:MCPCRE),creatinine,1,5640,989969
PLASMA CREATININE (TEST:MCSQ-PCRE),creatinine,1,5640,989969
PLASMA GLOBULIN (TEST:MCPGLOB),globulin,1,5820,517011
PLASMA GLUCOSE (TEST:MC.P GLU),glucose,1,5640,1901173
PLASMA GLUCOSE (TEST:MCP GLU),glucose,1,5640,1901173
PLASMA GLUCOSE (TEST:MCSQ-PGLU),glucose,1,5640,1901173
PLASMA GLUCOSE (TEST:MCSQ-PGLU1),glucose,1,5640,1901173
PLASMA GLUCOSE (TEST:MCSQ-RPGLU9),glucose,1,5640,1901173
PLASMA HEMOGLOBIN (TEST:BHPHGB),hemoglobin_free,1,73,2069
PLASMA HEMOGLOBIN (TEST:DHSQE-PHGB),hemoglobin_free,1,73,2069
PLASMA HEMOGLOBIN (TEST:EL:5200010656),hemoglobin_free,1,73,2069
PLASMA HEMOGLOBIN (TEST:FCPLHGB),hemoglobin_free,1,73,2069
PLASMA HEMOGLOBIN (TEST:MCSQ-PLHGB),hemoglobin_free,1,73,2069
PLASMA HEMOGLOBIN BLOOD (TEST:EL:5200010765),hemoglobin_free,1,73,2069
"PLASMA HEMOGLOBIN, P (TEST:FC73.2500)",hemoglobin_free,1,73,2069
PLASMA HGB (TEST:BH1-117),hemoglobin_free,1,73,2069
PLASMA LACTIC ACID (TEST:BCPLACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:DCSQE-PLACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:FCPLACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:MCP-LACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:MCSQ-PLACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:NCSQE-PLACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:SCPLACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:VCSQE-PLACT),lactate,1,4061,130524
PLASMA LACTIC ACID (TEST:WCPLACT),lactate,1,4061,130524
PLASMA PHOSPHORUS (TEST:MCPPHOS),phosphate,1,4912,391903
PLASMA POTASSIUM (TEST:MCPK),potassium,1,5636,1108714
PLASMA POTASSIUM (TEST:MCSQ-PK),potassium,1,5636,1108714
PLASMA SODIUM (TEST:MCPNA),sodium,1,5636,1070808
PLASMA SODIUM (TEST:MCSQ-PNA),sodium,1,5636,1070808
PLASMA TOTAL PROTEIN (TEST:MCP-TP),protein,1,5835,548857
PLASMA TRANSAMINASE-SGOT (TEST:MCPSGOT),aspartate_aminotransferase,1,5835,545123
PLASMA UREA NITROGEN (TEST:MCPBUN),urea_nitrogen,1,5638,975657
PLASMA UREA NITROGEN (TEST:MCSQ-PBUN),urea_nitrogen,1,5638,975657
PLASMINOGEN (FUNC.) (TEST:MHPLASM),plasminogen,1,12,18
PLASMINOGEN (FUNC.) (TEST:MHSQ-PLASMF),plasminogen,1,12,18
PLASMINOGEN (TEST:BC1-1320),plasminogen,1,12,18
"PLASMINOGEN FCNL ACTIVITY, PLS (TEST:WC601.8520)",plasminogen_actual/normal,1,1,2
PLATELET (TEST:DHSQE-PLT),platelets,1,5919,919015
PLATELET (TEST:NCPLT),platelets,1,5919,919015
PLATELET (TEST:NHPLT),platelets,1,5919,919015
PLATELET (TEST:VHSQE-PLT),platelets,1,5919,919015
PLATELET - CITRATED (TEST:BHCPLT),platelets,1,5919,919015
PLATELET - CITRATED (TEST:DHSQE-CPLT),platelets,1,5919,919015
PLATELET - CITRATED (TEST:EL:5200003694),platelets,1,5919,919015
PLATELET - CITRATED (TEST:FHCPLT),platelets,1,5919,919015
PLATELET - CITRATED (TEST:MHSQ-CPLT),platelets,1,5919,919015
PLATELET AGGREGATION (TEST:FC69.2000),platelet_aggregation_test_fc69.2000,3,1,1
PLATELET COUNT (TEST:SH100.1000),platelets,1,5919,919015
PLATELET COUNT (TEST:WH101.0895),platelets,1,5919,919015
PLATELET COUNT (TEST:WH101.0900),platelets,1,5919,919015
PLATELET COUNT (TEST:WH101.0902),platelets,1,5919,919015
PLATELET COUNT (TEST:WH101.0903),platelets,1,5919,919015
PLATELET INHIBITION (TEST:NHPLTIN),platelet_aggregation_adenosine_diphosphate_induced,1,11,57
"PLATELET NEUTRALIZATION (PTT-D, CONFIRM) BLOOD (TEST:EL:5290006802)",lupus_anticoagulant_neutralization_dilute_phospholipid,1,4,11
PLATELET NEUTRALIZATION (TEST:WC601.7542),lupus_anticoagulant_neutralization_platelet,1,209,776
PLATELET NEUTRALIZATION PROCEDURE (TEST:BH1-202),lupus_anticoagulant_neutralization_platelet,1,209,776
